Year,State,NMFS Name,Pounds,Dollars,Collection,Confidentiality
1972,ALASKA,FLATFISHES **,"26,200","12,717",Commercial,Public
1972,ALASKA,"HALIBUT, PACIFIC ","23,463,900","12,201,228",Commercial,Confidential
1972,ALASKA,"HERRING, PACIFIC ","15,302,200","306,038",Commercial,Public
1972,ALASKA,INCONNU ,"16,000","3,045",Commercial,Public
1972,ALASKA,LINGCOD ,"120,400","10,836",Commercial,Public
1972,ALASKA,ROCKFISHES **,"172,300","26,939",Commercial,Public
1972,ALASKA,SABLEFISH ,"3,056,700","733,165",Commercial,Public
1972,ALASKA,"SALMON, CHINOOK ","9,971,600","3,700,462",Commercial,Public
1972,ALASKA,"SALMON, CHUM ","64,777,800","11,827,322",Commercial,Public
1972,ALASKA,"SALMON, COHO ","13,007,200","5,738,343",Commercial,Public
1972,ALASKA,"SALMON, PINK ","49,988,200","10,453,060",Commercial,Public
1972,ALASKA,"SALMON, SOCKEYE ","41,942,400","10,732,241",Commercial,Public
1972,ALASKA,"SCALLOP, WEATHERVANE ","1,167,000","1,400,441",Commercial,Public
1972,ALASKA,"SEAWEED, KELP **","605,800","302,878",Commercial,Public
1972,ALASKA,"SHRIMPS, PENAEID **","83,826,100","4,217,228",Commercial,Public
1972,ALASKA,"SMELT, EULACHON ","148,300","22,235",Commercial,Public
1972,ALASKA,"TROUT, RAINBOW ","31,500","7,880",Commercial,Public
1972,ALASKA,"VARDEN, DOLLY ","1,500",168,Commercial,Public
1972,ALASKA,"WHITEFISH, OCEAN ","95,500","34,391",Commercial,Public
1972,WASHINGTON,"BUTTERCLAM, WASHINGTON","103,400","38,955",Commercial,Public
1972,WASHINGTON,"CARP, COMMON ","681,400","8,878",Commercial,Public
1972,WASHINGTON,"CLAM, MANILA ","162,300","115,138",Commercial,Public
1972,WASHINGTON,"CLAM, PACIFIC GEODUCK ","162,700","43,799",Commercial,Public
1972,WASHINGTON,"CLAM, PACIFIC LITTLENECK ","169,400","93,800",Commercial,Public
1972,WASHINGTON,"CLAM, PACIFIC RAZOR ","60,200","80,083",Commercial,Public
1972,WASHINGTON,"CLAM, SOFT ","9,400","9,365",Commercial,Public
1972,WASHINGTON,CLAMS **,"7,400","1,780",Commercial,Public
1972,WASHINGTON,"COD, PACIFIC ","9,339,000","682,767",Commercial,Public
1972,WASHINGTON,"CRAB, DUNGENESS ","12,382,200","4,837,122",Commercial,Public
1972,WASHINGTON,"CRAYFISHES, FRESHWATER **","6,500","3,145",Commercial,Public
1972,WASHINGTON,"CUCUMBERS, SEA **","6,400","1,612",Commercial,Public
1972,WASHINGTON,FLATFISHES **,"795,400","51,042",Commercial,Public
1972,WASHINGTON,"HAKE, PACIFIC (WHITING) ","4,184,100","39,924",Commercial,Public
1972,WASHINGTON,"HALIBUT, PACIFIC ","1,957,800","1,017,692",Commercial,Public
1972,WASHINGTON,"HERRING, PACIFIC ","3,452,300","291,265",Commercial,Public
1972,WASHINGTON,LINGCOD ,"1,720,100","144,667",Commercial,Public
1972,WASHINGTON,OCTOPUSES **,"27,400","4,220",Commercial,Public
1972,WASHINGTON,"OYSTER, OLYMPIA ","27,500","127,240",Commercial,Public
1972,WASHINGTON,"OYSTER, PACIFIC ","7,311,800","5,294,588",Commercial,Public
1972,WASHINGTON,"POLLOCK, WALLEYE","133,400","8,001",Commercial,Public
1972,WASHINGTON,"ROCKFISH, PACIFIC OCEAN PERCH ","8,693,000","649,106",Commercial,Public
1972,WASHINGTON,ROCKFISHES **,"11,068,300","735,352",Commercial,Public
1972,WASHINGTON,SABLEFISH ,"270,100","71,107",Commercial,Public
1972,WASHINGTON,"SALMON, CHINOOK ","7,552,300","4,564,960",Commercial,Public
1972,WASHINGTON,"SALMON, CHUM ","9,520,400","3,879,714",Commercial,Public
1972,WASHINGTON,"SALMON, COHO ","9,855,900","5,678,193",Commercial,Public
1972,WASHINGTON,"SALMON, PINK ","12,100","3,674",Commercial,Public
1972,WASHINGTON,"SALMON, SOCKEYE ","7,017,700","3,575,505",Commercial,Public
1972,WASHINGTON,"SHAD, AMERICAN ","68,100","8,988",Commercial,Public
1972,WASHINGTON,"SHARKS, DOGFISH **","42,800","1,183",Commercial,Public
1972,WASHINGTON,"SHRIMP, OCEAN ","1,582,200","196,996",Commercial,Public
1972,WASHINGTON,"SHRIMPS, CRANGON **","88,000","63,367",Commercial,Public
1972,WASHINGTON,"SKATES, RAJIDAE (FAMILY) **","6,300",127,Commercial,Public
1972,WASHINGTON,"SMELT, EULACHON ","1,518,100","128,772",Commercial,Public
1972,WASHINGTON,SMELTS **,"98,400","12,176",Commercial,Public
1972,WASHINGTON,SOLES **,"5,862,900","624,487",Commercial,Public
1972,WASHINGTON,"SQUIDS, LOLIGINIDAE **",200,16,Commercial,Public
1972,WASHINGTON,STURGEONS **,"312,500","58,400",Commercial,Public
1972,WASHINGTON,SURFPERCHES **,"214,000","32,017",Commercial,Public
1972,WASHINGTON,"TROUT, RAINBOW ","203,500","71,738",Commercial,Public
1972,WASHINGTON,"TUNA, ALBACORE ","16,312,400","5,479,393",Commercial,Public
1972,WASHINGTON,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","2,500",626,Commercial,Public
1972,WASHINGTON,"VERTEBRATES, JAWED","689,900","6,612",Commercial,Public
1971,ALASKA,ABALONES **,900,"2,077",Commercial,Public
1971,ALASKA,"CHAR, ARCTIC ","29,300","4,692",Commercial,Public
1971,ALASKA,"CLAM, PACIFIC RAZOR ","102,200","70,152",Commercial,Public
1971,ALASKA,"CRAB, DUNGENESS ","3,749,500","609,924",Commercial,Public
1971,ALASKA,"CRAB, KING **","70,703,100","19,077,253",Commercial,Public
1971,ALASKA,"CRAB, SNOW/TANNER **","12,880,100","1,368,544",Commercial,Public
1971,ALASKA,FLATFISHES **,"1,700",99,Commercial,Public
1971,ALASKA,"HALIBUT, PACIFIC ","24,299,100","5,498,000",Commercial,Confidential
1971,ALASKA,"HERRING, PACIFIC ","10,119,300","269,709",Commercial,Public
1971,ALASKA,INCONNU ,"6,100","1,223",Commercial,Public
1971,ALASKA,LINGCOD ,"192,700","27,617",Commercial,Public
1971,ALASKA,PIKES **,200,38,Commercial,Public
1971,ALASKA,ROCKFISHES **,"55,600","7,042",Commercial,Public
1971,ALASKA,SABLEFISH ,"596,300","98,603",Commercial,Public
1971,ALASKA,"SALMON, CHINOOK ","11,971,900","4,688,319",Commercial,Public
1971,ALASKA,"SALMON, CHUM ","54,726,300","7,536,383",Commercial,Public
1971,ALASKA,"SALMON, COHO ","11,459,500","2,820,143",Commercial,Public
1971,ALASKA,"SALMON, PINK ","86,259,900","13,517,854",Commercial,Public
1971,ALASKA,"SALMON, SOCKEYE ","87,287,500","22,848,725",Commercial,Public
1971,ALASKA,"SCALLOP, WEATHERVANE ","931,100","990,385",Commercial,Public
1971,ALASKA,SCULPINS **,"29,000","3,186",Commercial,Public
1971,ALASKA,"SEAWEED, KELP **","821,300","389,921",Commercial,Public
1971,ALASKA,"SHRIMPS, PENAEID **","94,891,300","3,909,044",Commercial,Public
1971,ALASKA,SMELTS **,"41,700","6,358",Commercial,Public
1971,ALASKA,"TROUT, RAINBOW ","15,600","4,239",Commercial,Public
1971,ALASKA,"VARDEN, DOLLY ","1,300",148,Commercial,Public
1971,ALASKA,"WHITEFISH, OCEAN ","45,700","16,826",Commercial,Public
1971,WASHINGTON,ANCHOVIES **,"180,300","6,356",Commercial,Public
1971,WASHINGTON,"BUTTERCLAM, WASHINGTON","116,500","37,029",Commercial,Public
1971,WASHINGTON,"CARP, COMMON ","195,300","2,136",Commercial,Public
1971,WASHINGTON,"CLAM, MANILA ","190,800","134,679",Commercial,Public
1971,WASHINGTON,"CLAM, PACIFIC LITTLENECK ","156,700","84,085",Commercial,Public
1971,WASHINGTON,"CLAM, PACIFIC RAZOR ","323,500","233,736",Commercial,Public
1971,WASHINGTON,"COD, PACIFIC ","5,608,900","381,951",Commercial,Public
1971,WASHINGTON,"CRAB, DUNGENESS ","13,323,500","2,818,902",Commercial,Public
1971,WASHINGTON,"CRAYFISHES, FRESHWATER **","19,300","8,998",Commercial,Public
1971,WASHINGTON,"CUCUMBERS, SEA **","7,800",781,Commercial,Public
1971,WASHINGTON,FLATFISHES **,"513,100","30,886",Commercial,Public
1971,WASHINGTON,"HAKE, PACIFIC (WHITING) ","10,660,000","121,717",Commercial,Public
1971,WASHINGTON,"HALIBUT, PACIFIC ","3,736,800","1,022,350",Commercial,Public
1971,WASHINGTON,"HERRING, PACIFIC ","3,786,900","229,942",Commercial,Public
1971,WASHINGTON,LINGCOD ,"2,245,200","164,528",Commercial,Public
1971,WASHINGTON,OCTOPUSES **,"41,200","6,118",Commercial,Public
1971,WASHINGTON,"OYSTER, OLYMPIA ","51,100","211,165",Commercial,Public
1971,WASHINGTON,"OYSTER, PACIFIC ","6,805,100","3,530,426",Commercial,Public
1971,WASHINGTON,"POLLOCK, WALLEYE","102,300","4,829",Commercial,Public
1971,WASHINGTON,"RATFISH, SPOTTED ","128,900","1,289",Commercial,Public
1971,WASHINGTON,"ROCKFISH, PACIFIC OCEAN PERCH ","8,106,600","535,756",Commercial,Public
1971,WASHINGTON,ROCKFISHES **,"10,761,900","1,059,319",Commercial,Public
1971,WASHINGTON,SABLEFISH ,"461,800","68,555",Commercial,Public
1971,WASHINGTON,"SALMON, CHINOOK ","8,586,800","3,724,600",Commercial,Public
1971,WASHINGTON,"SALMON, CHUM ","1,694,000","456,198",Commercial,Public
1971,WASHINGTON,"SALMON, COHO ","13,445,400","4,223,745",Commercial,Public
1971,WASHINGTON,"SALMON, PINK ","12,819,400","2,385,508",Commercial,Public
1971,WASHINGTON,"SALMON, SOCKEYE ","18,463,100","8,102,653",Commercial,Public
1971,WASHINGTON,"SHAD, AMERICAN ","25,500","3,688",Commercial,Public
1971,WASHINGTON,"SHARK, TOPE",300,13,Commercial,Public
1971,WASHINGTON,"SHARKS, DOGFISH **","121,900","7,315",Commercial,Public
1971,WASHINGTON,"SHRIMP, OCEAN ","678,300","74,618",Commercial,Public
1971,WASHINGTON,"SHRIMPS, CRANGON **","63,000","39,509",Commercial,Public
1971,WASHINGTON,"SKATES, RAJIDAE (FAMILY) **","24,000",485,Commercial,Public
1971,WASHINGTON,"SMELT, EULACHON ","1,633,800","102,527",Commercial,Public
1971,WASHINGTON,SMELTS **,"142,400","14,198",Commercial,Public
1971,WASHINGTON,SOLES **,"5,303,600","463,007",Commercial,Public
1971,WASHINGTON,"SQUIDS, LOLIGINIDAE **","4,300",429,Commercial,Public
1971,WASHINGTON,STURGEONS **,"363,000","57,577",Commercial,Public
1971,WASHINGTON,SURFPERCHES **,"222,600","29,049",Commercial,Public
1971,WASHINGTON,"TROUT, RAINBOW ","382,500","153,004",Commercial,Public
1971,WASHINGTON,"TUNA, ALBACORE ","5,281,300","1,631,437",Commercial,Public
1971,WASHINGTON,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","1,800",90,Commercial,Public
1970,ALASKA,"CHAR, ARCTIC ","9,100","1,456",Commercial,Public
1970,ALASKA,"CLAM, PACIFIC RAZOR ","67,200","40,042",Commercial,Public
1970,ALASKA,"COD, PACIFIC ","203,200","19,632",Commercial,Public
1970,ALASKA,"CRAB, DUNGENESS ","9,696,400","1,414,231",Commercial,Public
1970,ALASKA,"CRAB, KING **","52,061,000","13,189,672",Commercial,Public
1970,ALASKA,"CRAB, SNOW/TANNER **","14,473,300","1,417,267",Commercial,Public
1970,ALASKA,FLATFISHES **,"38,600","1,930",Commercial,Public
1970,ALASKA,"HALIBUT, PACIFIC ","28,335,600","6,945,500",Commercial,Confidential
1970,ALASKA,"HERRING, PACIFIC ","17,035,900","355,575",Commercial,Public
1970,ALASKA,INCONNU ,"2,700",675,Commercial,Public
1970,ALASKA,LINGCOD ,"50,500","5,556",Commercial,Public
1970,ALASKA,ROCKFISHES **,"17,000","1,020",Commercial,Public
1970,ALASKA,SABLEFISH ,"814,100","150,268",Commercial,Public
1970,ALASKA,"SALMON, CHINOOK ","11,546,500","5,034,791",Commercial,Public
1970,ALASKA,"SALMON, CHUM ","54,490,500","6,616,146",Commercial,Public
1970,ALASKA,"SALMON, COHO ","11,898,000","3,511,808",Commercial,Public
1970,ALASKA,"SALMON, PINK ","117,717,700","15,562,512",Commercial,Public
1970,ALASKA,"SALMON, SOCKEYE ","150,812,200","37,249,477",Commercial,Public
1970,ALASKA,"SCALLOP, WEATHERVANE ","1,440,300","1,483,775",Commercial,Public
1970,ALASKA,SCULPINS **,"25,200","2,523",Commercial,Public
1970,ALASKA,"SEAWEED, KELP **","229,300","114,615",Commercial,Public
1970,ALASKA,"SHRIMPS, PENAEID **","74,256,300","2,979,598",Commercial,Confidential
1970,ALASKA,"SMELT, EULACHON ","11,900","1,309",Commercial,Public
1970,ALASKA,"TROUT, RAINBOW ","30,600","6,123",Commercial,Public
1970,ALASKA,"VARDEN, DOLLY ","1,800",396,Commercial,Public
1970,ALASKA,"WHITEFISH, OCEAN ","60,645","11,829",Commercial,Public
1970,WASHINGTON,ANCHOVIES **,"442,600","13,780",Commercial,Public
1970,WASHINGTON,"BUTTERCLAM, WASHINGTON","152,300","47,037",Commercial,Public
1970,WASHINGTON,"CARP, COMMON ","695,400","3,980",Commercial,Public
1970,WASHINGTON,"CLAM, MANILA ","161,500","85,168",Commercial,Public
1970,WASHINGTON,"CLAM, PACIFIC GEODUCK ","37,700","26,158",Commercial,Public
1970,WASHINGTON,"CLAM, PACIFIC LITTLENECK ","156,300","92,225",Commercial,Public
1970,WASHINGTON,"CLAM, PACIFIC RAZOR ","285,600","264,957",Commercial,Public
1970,WASHINGTON,"COD, PACIFIC ","2,705,200","174,529",Commercial,Public
1970,WASHINGTON,"CRAB, DUNGENESS ","18,467,600","3,404,853",Commercial,Public
1970,WASHINGTON,"CRAYFISHES, FRESHWATER **","31,200","10,581",Commercial,Public
1970,WASHINGTON,FLATFISHES **,"415,500","22,255",Commercial,Public
1970,WASHINGTON,"HAKE, PACIFIC (WHITING) ","9,009,000","77,542",Commercial,Public
1970,WASHINGTON,"HALIBUT, PACIFIC ","5,874,500","1,733,000",Commercial,Public
1970,WASHINGTON,"HERRING, PACIFIC ","4,418,200","250,100",Commercial,Public
1970,WASHINGTON,LINGCOD ,"3,176,500","235,061",Commercial,Public
1970,WASHINGTON,OCTOPUSES **,"18,000","2,909",Commercial,Public
1970,WASHINGTON,"OYSTER, OLYMPIA ","57,700","173,016",Commercial,Public
1970,WASHINGTON,"OYSTER, PACIFIC ","6,506,600","2,369,482",Commercial,Public
1970,WASHINGTON,"POLLOCK, WALLEYE","426,900","4,803",Commercial,Public
1970,WASHINGTON,"RATFISH, SPOTTED ","640,100","5,523",Commercial,Public
1970,WASHINGTON,"ROCKFISH, PACIFIC OCEAN PERCH ","13,652,700","861,000",Commercial,Public
1970,WASHINGTON,ROCKFISHES **,"12,644,300","760,861",Commercial,Public
1970,WASHINGTON,SABLEFISH ,"958,200","115,359",Commercial,Public
1970,WASHINGTON,"SALMON, CHINOOK ","8,557,800","4,822,875",Commercial,Public
1970,WASHINGTON,"SALMON, CHUM ","2,900,800","677,003",Commercial,Public
1970,WASHINGTON,"SALMON, COHO ","17,382,900","7,304,841",Commercial,Public
1970,WASHINGTON,"SALMON, PINK ","44,400","9,581",Commercial,Public
1970,WASHINGTON,"SALMON, SOCKEYE ","8,715,000","3,805,712",Commercial,Public
1970,WASHINGTON,SCALLOPS **,"10,600","10,550",Commercial,Public
1970,WASHINGTON,"SHAD, AMERICAN ","26,000","2,116",Commercial,Public
1970,WASHINGTON,"SHARKS, CHONDRICHTHYES (CLASS) **","17,000",100,Commercial,Public
1970,WASHINGTON,"SHARKS, DOGFISH **","478,500","2,855",Commercial,Public
1970,WASHINGTON,"SHRIMP, OCEAN ","925,600","106,790",Commercial,Public
1970,WASHINGTON,"SHRIMPS, CRANGON **","33,000","19,277",Commercial,Public
1970,WASHINGTON,"SKATES, RAJIDAE (FAMILY) **","207,700","1,624",Commercial,Public
1970,WASHINGTON,"SMELT, EULACHON ","1,112,100","88,078",Commercial,Public
1970,WASHINGTON,SMELTS **,"220,900","26,010",Commercial,Public
1970,WASHINGTON,SOLES **,"6,654,800","504,785",Commercial,Public
1970,WASHINGTON,"SQUIDS, LOLIGINIDAE **",500,48,Commercial,Public
1970,WASHINGTON,STURGEONS **,"352,900","47,233",Commercial,Public
1970,WASHINGTON,SURFPERCHES **,"243,500","29,867",Commercial,Public
1970,WASHINGTON,"TOMCOD, PACIFIC ","139,300",983,Commercial,Public
1970,WASHINGTON,"TROUT, RAINBOW ","290,300","124,925",Commercial,Public
1970,WASHINGTON,"TUNA, ALBACORE ","4,390,200","1,196,085",Commercial,Public
1970,WASHINGTON,"TUNA, SKIPJACK ",500,66,Commercial,Public
1969,ALASKA,"CHAR, ARCTIC ","6,600",740,Commercial,Public
1969,ALASKA,"CLAM, PACIFIC RAZOR ","86,300","25,244",Commercial,Public
1969,ALASKA,"COD, PACIFIC ","48,500","5,816",Commercial,Public
1969,ALASKA,"CRAB, DUNGENESS ","11,304,200","1,620,340",Commercial,Public
1969,ALASKA,"CRAB, KING **","57,729,800","15,643,768",Commercial,Public
1969,ALASKA,"CRAB, SNOW/TANNER **","11,206,700","1,133,047",Commercial,Public
1969,ALASKA,FLATFISHES **,"15,300",839,Commercial,Public
1969,ALASKA,"HALIBUT, PACIFIC ","16,637,000","4,198,636",Commercial,Public
1969,ALASKA,"HERRING, PACIFIC","15,400","22,317",Commercial,Public
1969,ALASKA,"HERRING, PACIFIC ","19,302,500","1,814,746",Commercial,Public
1969,ALASKA,INCONNU ,"6,800","1,365",Commercial,Public
1969,ALASKA,LINGCOD ,"32,600","4,726",Commercial,Public
1969,ALASKA,PIKES **,400,32,Commercial,Public
1969,ALASKA,ROCKFISHES **,"43,400","4,337",Commercial,Public
1969,ALASKA,SABLEFISH ,"665,400","65,141",Commercial,Public
1969,ALASKA,"SALMON, CHINOOK ","10,748,900","3,506,124",Commercial,Public
1969,ALASKA,"SALMON, CHUM ","22,666,100","2,934,150",Commercial,Public
1969,ALASKA,"SALMON, COHO ","8,033,600","2,225,493",Commercial,Public
1969,ALASKA,"SALMON, PINK ","105,967,000","15,711,593",Commercial,Public
1969,ALASKA,"SALMON, SOCKEYE ","71,734,800","18,046,466",Commercial,Public
1969,ALASKA,"SCALLOP, WEATHERVANE ","1,888,300","1,542,011",Commercial,Public
1969,ALASKA,SCULPINS **,"3,400",327,Commercial,Public
1969,ALASKA,"SHRIMPS, PENAEID **","47,850,600","1,908,981",Commercial,Public
1969,ALASKA,"SMELT, EULACHON ","15,800","1,583",Commercial,Public
1969,ALASKA,"TROUT, LAKE ","19,000","3,618",Commercial,Public
1969,ALASKA,"TROUT, RAINBOW ","31,400","7,335",Commercial,Public
1969,ALASKA,"WHITEFISH, OCEAN ","30,200","1,918",Commercial,Public
1969,WASHINGTON,ANCHOVIES **,"357,400","10,499",Commercial,Public
1969,WASHINGTON,"BUTTERCLAM, WASHINGTON","131,400","40,706",Commercial,Public
1969,WASHINGTON,"CARP, COMMON ","1,260,900","6,530",Commercial,Public
1969,WASHINGTON,"CLAM, MANILA ","136,400","71,819",Commercial,Public
1969,WASHINGTON,"CLAM, PACIFIC LITTLENECK ","177,200","100,373",Commercial,Public
1969,WASHINGTON,"CLAM, PACIFIC RAZOR ","106,100","100,874",Commercial,Public
1969,WASHINGTON,CLAMS **,"10,600","2,590",Commercial,Public
1969,WASHINGTON,"COD, PACIFIC ","3,800,900","226,504",Commercial,Public
1969,WASHINGTON,"CRAB, DUNGENESS ","19,028,400","4,476,661",Commercial,Public
1969,WASHINGTON,"CRAYFISHES, FRESHWATER **","6,200","2,798",Commercial,Public
1969,WASHINGTON,FLATFISHES **,"673,800","33,606",Commercial,Public
1969,WASHINGTON,"HAKE, PACIFIC (WHITING) ","8,529,300","68,290",Commercial,Public
1969,WASHINGTON,"HALIBUT, PACIFIC ","10,250,300","3,143,892",Commercial,Public
1969,WASHINGTON,"HERRING, PACIFIC ","8,297,000","285,037",Commercial,Public
1969,WASHINGTON,LINGCOD ,"3,879,200","230,546",Commercial,Public
1969,WASHINGTON,OCTOPUSES **,"28,900","3,399",Commercial,Public
1969,WASHINGTON,"OYSTER, OLYMPIA ","38,300","114,855",Commercial,Public
1969,WASHINGTON,"OYSTER, PACIFIC ","5,722,600","2,083,365",Commercial,Public
1969,WASHINGTON,"POLLOCK, WALLEYE","558,100","9,677",Commercial,Public
1969,WASHINGTON,"RATFISH, SPOTTED ","1,053,100","8,224",Commercial,Public
1969,WASHINGTON,ROCKFISHES **,"17,666,200","1,000,976",Commercial,Public
1969,WASHINGTON,SABLEFISH ,"453,900","57,307",Commercial,Public
1969,WASHINGTON,"SALMON, CHINOOK ","7,131,000","3,587,154",Commercial,Public
1969,WASHINGTON,"SALMON, CHUM ","2,144,900","624,448",Commercial,Public
1969,WASHINGTON,"SALMON, COHO ","7,115,400","2,920,560",Commercial,Public
1969,WASHINGTON,"SALMON, PINK ","5,948,400","1,115,236",Commercial,Public
1969,WASHINGTON,"SALMON, SOCKEYE ","9,638,000","4,155,599",Commercial,Public
1969,WASHINGTON,SCALLOPS **,"13,800","11,017",Commercial,Public
1969,WASHINGTON,"SHAD, AMERICAN ","56,900","3,266",Commercial,Public
1969,WASHINGTON,"SHARKS, CHONDRICHTHYES (CLASS) **","13,100",65,Commercial,Public
1969,WASHINGTON,"SHARKS, DOGFISH **","600,200","3,570",Commercial,Public
1969,WASHINGTON,"SHRIMP, OCEAN ","250,700","30,724",Commercial,Public
1969,WASHINGTON,"SHRIMPS, CRANGON **","21,800","11,841",Commercial,Public
1969,WASHINGTON,"SHRIMPS, PENAEID **","1,174,300","125,781",Commercial,Public
1969,WASHINGTON,"SKATES, RAJIDAE (FAMILY) **","266,100","3,495",Commercial,Public
1969,WASHINGTON,"SMELT, EULACHON ","1,042,700","108,077",Commercial,Public
1969,WASHINGTON,SMELTS **,"187,700","20,826",Commercial,Public
1969,WASHINGTON,SOLES **,"9,244,000","707,575",Commercial,Public
1969,WASHINGTON,"SQUIDS, LOLIGINIDAE **",600,78,Commercial,Public
1969,WASHINGTON,STURGEONS **,"351,000","45,087",Commercial,Public
1969,WASHINGTON,SUCKERS **,"6,700",34,Commercial,Public
1969,WASHINGTON,SURFPERCHES **,"12,596,700","730,636",Commercial,Public
1969,WASHINGTON,"TOMCOD, PACIFIC ","215,500","3,072",Commercial,Public
1969,WASHINGTON,"TROUT, RAINBOW ","265,600","85,743",Commercial,Public
1969,WASHINGTON,"TUNA, ALBACORE ","3,561,000","765,948",Commercial,Public
1968,ALASKA,"CHAR, ARCTIC ","4,400","1,000",Commercial,Public
1968,ALASKA,"CLAM, PACIFIC RAZOR ","33,100","19,806",Commercial,Public
1968,ALASKA,"CRAB, DUNGENESS ","13,247,700","1,774,738",Commercial,Public
1968,ALASKA,"CRAB, KING **","82,035,500","21,878,135",Commercial,Public
1968,ALASKA,"CRAB, SNOW ","3,246,800","323,590",Commercial,Public
1968,ALASKA,"HALIBUT, PACIFIC ","13,449,400","1,891,890",Commercial,Public
1968,ALASKA,"HERRING, PACIFIC","126,300","157,875",Commercial,Public
1968,ALASKA,"HERRING, PACIFIC ","8,126,300","81,263",Commercial,Public
1968,ALASKA,INCONNU ,"2,700",800,Commercial,Public
1968,ALASKA,"OYSTER, PACIFIC ","4,200","2,332",Commercial,Public
1968,ALASKA,PIKES **,100,18,Commercial,Public
1968,ALASKA,ROCKFISHES **,"35,200","2,392",Commercial,Public
1968,ALASKA,SABLEFISH ,"248,400","32,294",Commercial,Public
1968,ALASKA,"SALMON, CHINOOK ","11,245,800","3,865,131",Commercial,Public
1968,ALASKA,"SALMON, CHUM ","55,916,200","7,015,455",Commercial,Public
1968,ALASKA,"SALMON, COHO ","20,968,400","5,361,644",Commercial,Public
1968,ALASKA,"SALMON, PINK ","148,445,900","20,490,172",Commercial,Public
1968,ALASKA,"SALMON, SOCKEYE ","148,695,800","12,723,009",Commercial,Public
1968,ALASKA,"SCALLOP, WEATHERVANE ","1,713,500","1,587,044",Commercial,Public
1968,ALASKA,"SHRIMP, OCEAN ","42,077,100","1,861,213",Commercial,Public
1968,ALASKA,"SMELT, EULACHON ","30,000","5,400",Commercial,Public
1968,ALASKA,"TROUT, LAKE ","22,500","4,272",Commercial,Public
1968,ALASKA,"TROUT, RAINBOW ","48,200","9,157",Commercial,Public
1968,ALASKA,"WHITEFISH, OCEAN ","15,700","4,400",Commercial,Public
1968,WASHINGTON,ANCHOVIES **,"341,600","10,248",Commercial,Public
1968,WASHINGTON,"BUTTERCLAM, WASHINGTON","52,800","15,235",Commercial,Public
1968,WASHINGTON,"CARP, COMMON ","1,198,300","5,908",Commercial,Public
1968,WASHINGTON,"CLAM, MANILA ","108,700","55,316",Commercial,Public
1968,WASHINGTON,"CLAM, PACIFIC LITTLENECK ","162,200","86,643",Commercial,Public
1968,WASHINGTON,"CLAM, PACIFIC RAZOR ","133,600","84,770",Commercial,Public
1968,WASHINGTON,"COD, PACIFIC ","5,538,800","321,046",Commercial,Public
1968,WASHINGTON,"CRAB, DUNGENESS ","9,355,100","1,709,298",Commercial,Public
1968,WASHINGTON,FLATFISHES **,"1,958,100","96,334",Commercial,Public
1968,WASHINGTON,"HAKE, PACIFIC (WHITING) ","9,386,000","88,729",Commercial,Public
1968,WASHINGTON,"HALIBUT, PACIFIC ","12,134,900","2,306,551",Commercial,Public
1968,WASHINGTON,"HERRING, PACIFIC ","6,447,500","253,780",Commercial,Public
1968,WASHINGTON,LINGCOD ,"6,246,500","367,936",Commercial,Public
1968,WASHINGTON,"MACKEREL, CHUB ",800,40,Commercial,Public
1968,WASHINGTON,OCTOPUSES **,"24,900","2,920",Commercial,Public
1968,WASHINGTON,"OYSTER, OLYMPIA ","56,900","170,802",Commercial,Public
1968,WASHINGTON,"OYSTER, PACIFIC ","6,418,400","2,379,923",Commercial,Public
1968,WASHINGTON,"POLLOCK, WALLEYE","348,400","4,667",Commercial,Public
1968,WASHINGTON,"RATFISH, SPOTTED ","799,000","9,283",Commercial,Public
1968,WASHINGTON,ROCKFISHES **,"10,672,300","587,754",Commercial,Public
1968,WASHINGTON,SABLEFISH ,"375,800","38,167",Commercial,Public
1968,WASHINGTON,"SALMON, CHINOOK ","6,197,500","2,791,956",Commercial,Public
1968,WASHINGTON,"SALMON, CHUM ","5,547,800","1,357,673",Commercial,Public
1968,WASHINGTON,"SALMON, COHO ","8,698,400","3,197,187",Commercial,Public
1968,WASHINGTON,"SALMON, PINK ","20,800","4,924",Commercial,Public
1968,WASHINGTON,"SALMON, SOCKEYE ","5,289,500","2,272,948",Commercial,Public
1968,WASHINGTON,SCALLOPS **,"35,400","34,580",Commercial,Confidential
1968,WASHINGTON,"SHAD, AMERICAN ","45,700","3,114",Commercial,Public
1968,WASHINGTON,"SHARKS, CHONDRICHTHYES (CLASS) **","11,600",63,Commercial,Public
1968,WASHINGTON,"SHARKS, DOGFISH **","685,600","3,764",Commercial,Public
1968,WASHINGTON,"SHRIMP, OCEAN ","1,163,900","104,443",Commercial,Public
1968,WASHINGTON,"SHRIMPS, CRANGON **","25,100","12,288",Commercial,Public
1968,WASHINGTON,"SKATES, RAJIDAE (FAMILY) **","387,900","4,300",Commercial,Public
1968,WASHINGTON,"SMELT, EULACHON ","832,800","99,180",Commercial,Public
1968,WASHINGTON,SMELTS **,"248,300","26,295",Commercial,Public
1968,WASHINGTON,"SOLE, REX ","8,254,900","629,965",Commercial,Public
1968,WASHINGTON,SOLES **,"82,900","7,215",Commercial,Public
1968,WASHINGTON,"SQUIDS, LOLIGINIDAE **",700,70,Commercial,Public
